id,source,medium,service,lifecycle,final_sale_value_raw,final_sale_value,quoted_value,created_at
470582813,Meta Ads,Paid Ads,Tinting,New Lead,,0.0,0.0,1781744538
470576587,Meta Ads,Paid Ads,Tinting,New Lead,,0.0,0.0,1781743120
470573691,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781742441
470550599,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781737726
470530164,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781734458
470516266,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781732011
470513881,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781731795
470493991,Meta Ads,Paid Ads,Express Wash,Hot Lead,,0.0,0.0,1781729881
470459846,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781726404
470446330,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781724503
470438002,Meta Ads,Paid Ads,Tinting,New Lead,,0.0,0.0,1781723586
470435418,Meta Ads,Paid Ads,Tinting,New Lead,,0.0,0.0,1781723187
470433763,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781722946
470421428,Meta Ads,Paid Ads,Tinting,New Lead,,0.0,0.0,1781722010
470419486,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781721698
470402071,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781719095
470390305,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781717498
470388082,Meta Ads,Paid Ads,Tinting,New Lead,,0.0,0.0,1781717398
470373626,Meta Ads,Paid Ads,Tinting,New Lead,,0.0,0.0,1781716499
470368934,Meta Ads,Paid Ads,Express Wash,Hot Lead,,0.0,0.0,1781715816
470329693,Meta Ads,Paid Ads,Express Wash,Hot Lead,,0.0,0.0,1781711900
470245305,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781709106
470228552,Meta Ads,Paid Ads,Express Wash,Hot Lead,,0.0,0.0,1781708319
470225326,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781707934
470172887,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781705818
470171256,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781705802
470159043,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781704964
470153807,Meta Ads,Paid Ads,Tinting,Lost,,0.0,0.0,1781704351
470079464,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781699025
470033938,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781696393
470022071,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781695570
470010899,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781695211
469982144,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781692528
469973033,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781691114
469877510,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781685432
469875198,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781684960
469871878,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781684269
469866759,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781683361
469861134,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781682242
469855028,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781681337
469837812,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781678221
469809395,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781672112
469807816,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781671787
469804916,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781671073
469798153,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781669482
469794879,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781668700
469789616,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781667828
469785587,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781667161
469780245,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781665938
469779216,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781665710
469778607,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781665578
469775064,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781664771
469770306,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781663909
469735835,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781657238
469727437,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781655631
469701662,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781650849
469686810,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781648668
469678705,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781647128
469660213,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781643649
469656656,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781643021
469619553,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781641244
469599084,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781638307
469593908,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781637471
469591298,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781637119
469590616,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781637002
469589095,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781636759
469584216,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781636119
469580010,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781635535
469544214,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781631493
469542029,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781631188
469537522,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781630603
469527205,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781629272
469520314,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781628389
469519106,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781628235
469513011,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781627440
469505867,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781626523
469496194,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781625435
469482952,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781623946
469482950,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781623946
469479258,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781623491
469422206,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781617788
469372925,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781615256
469368899,Google Ads,Paid Ads,Paint Protection Film (PPF),New Lead,,0.0,0.0,1781614730
469365099,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781614181
469364967,Meta Ads,Paid Ads,Express Wash,New Lead,,0.0,0.0,1781614159
469305891,Google Ads,Paid Ads,Paint Protection Film (PPF),New Lead,,0.0,0.0,1781608724
469156108,Google Ads,Paid Ads,Paint Protection Film (PPF),Bad Lead,,0.0,0.0,1781587603
466957273,Google Ads,Paid Ads,Paint Protection Film (PPF),New Lead,,0.0,0.0,1781264942
466432604,Meta Ads,Paid Ads,Tinting,,,0.0,0.0,1781186173
464811871,Google Ads,Paid Ads,Paint Protection Film (PPF),,,0.0,0.0,1780997294
464116326,Google Ads,Paid Ads,Paint Protection Film (PPF),New Lead,,0.0,0.0,1780904822
463565570,Google Ads,Paid Ads,Paint Protection Film (PPF),New Lead,,0.0,0.0,1780802485
